ANO_EMPENHO;DS_ORGAO;VL_EMPENHADO
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;841,54
2018;FUNDO MUNICIPAL DA SAÚDE;39250
2018;FUNDO MUNICIPAL DA SAÚDE;39250
2018;SECRETARIA MUNICIPAL DA EDUCAÇÃO;8262
2018;SECRETARIA MUNICIPAL DA EDUCAÇÃO;8262
2018;SECRETARIA MUNICIPAL DA EDUCAÇÃO;8262
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;80,7
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;80,7
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;80,7
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;80,7
2018;FUNDO MUNICIPAL DA SAÚDE;24555
2018;FUNDO MUNICIPAL DA SAÚDE;24555
2018;FUNDO MUNICIPAL DA SAÚDE;24555
2018;FUNDO MUNICIPAL DA SAÚDE;24555
2018;FUNDO MUNICIPAL DA SAÚDE;24555
2018;FUNDO MUNICIPAL DA SAÚDE;24555
2018;FUNDO MUNICIPAL DA SAÚDE;24555
2018;FUNDO MUNICIPAL DA SAÚDE;24555
2018;FUNDO MUNICIPAL DA SAÚDE;24555
2018;FUNDO MUNICIPAL DA SAÚDE;24555
2018;FUNDO MUNICIPAL DA SAÚDE;24555
2018;FUNDO MUNICIPAL DA SAÚDE;24555
2018;FUNDO MUNICIPAL DA SAÚDE;24555
2018;FUNDO MUNICIPAL DA SAÚDE;24555
2018;FUNDO MUNICIPAL DA SAÚDE;24555
2018;FUNDO MUNICIPAL DA SAÚDE;24555
2018;FUNDO MUNICIPAL DA SAÚDE;24555
2018;FUNDO MUNICIPAL DA SAÚDE;24555
2018;FUNDO MUNICIPAL DA SAÚDE;24555
2018;FUNDO MUNICIPAL DA SAÚDE;24555
2018;ENCARGOS GERAIS DO MUNICÍPIO;51750,34
2018;ENCARGOS GERAIS DO MUNICÍPIO;51750,34
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;1576,35
2018;FUNDO MUNICIPAL DA SAÚDE;5000
2018;ENCARGOS GERAIS DO MUNICÍPIO;483194,3
2018;ENCARGOS GERAIS DO MUNICÍPIO;483194,3
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;24975
2018;FUNDO MUNICIPAL DA SAÚDE;3074
2018;FUNDO MUNICIPAL DA SAÚDE;3074
2018;ENCARGOS GERAIS DO MUNICÍPIO;990573,58
2018;ENCARGOS GERAIS DO MUNICÍPIO;990573,58
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;44,05
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;44,05
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;44,05
2018;FUNDO MUNICIPAL DA SAÚDE;2120
2018;FUNDO MUNICIPAL DA SAÚDE;2120
2018;ENCARGOS GERAIS DO MUNICÍPIO;11706,6
2018;ENCARGOS GERAIS DO MUNICÍPIO;11706,6
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;58,41
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;58,41
2018;FUNDO MUNICIPAL DA SAÚDE;283,2
2018;FUNDO MUNICIPAL DA SAÚDE;283,2
2018;ENCARGOS GERAIS DO MUNICÍPIO;425219,35
2018;ENCARGOS GERAIS DO MUNICÍPIO;425219,35
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;3,06
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;3,06
2018;FUNDO MUNICIPAL DA SAÚDE;9350
2018;FUNDO MUNICIPAL DA SAÚDE;9350
2018;ENCARGOS GERAIS DO MUNICÍPIO;5025,24
2018;ENCARGOS GERAIS DO MUNICÍPIO;5025,24
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;5,31
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;5,31
2018;FUNDO MUNICIPAL DA SAÚDE;8702
2018;SECRETARIA MUNICIPAL DA EDUCAÇÃO;500
2018;SECRETARIA MUNICIPAL DA EDUCAÇÃO;500
2018;SECRETARIA MUNICIPAL DA EDUCAÇÃO;500
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;3
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;3
2018;FUNDO MUNICIPAL DA SAÚDE;26920
2018;FUNDO MUNICIPAL DA SAÚDE;26920
2018;ENCARGOS GERAIS DO MUNICÍPIO;781952,55
2018;ENCARGOS GERAIS DO MUNICÍPIO;781952,55
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;5,31
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;5,31
2018;FUNDO MUNICIPAL DA SAÚDE;8517
2018;FUNDO MUNICIPAL DA SAÚDE;8517
2018;ENCARGOS GERAIS DO MUNICÍPIO;9241,11
2018;ENCARGOS GERAIS DO MUNICÍPIO;9241,11
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;20,52
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;20,52
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;20,52
2018;FUNDO MUNICIPAL DA SAÚDE;536,4
2018;SECRETARIA MUNICIPAL DA EDUCAÇÃO;28645,05
2018;SECRETARIA MUNICIPAL DA EDUCAÇÃO;28645,05
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;26,55
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;26,55
2018;FUNDO MUNICIPAL DA SAÚDE;1410
2018;SECRETARIA MUNICIPAL DA EDUCAÇÃO;88448,61
2018;SECRETARIA MUNICIPAL DA EDUCAÇÃO;88448,61
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;3,5
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;3,5
2018;FUNDO MUNICIPAL DA SAÚDE;5540
2018;SECRETARIA MUNICIPAL DA EDUCAÇÃO;37892,1
2018;SECRETARIA MUNICIPAL DA EDUCAÇÃO;37892,1
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;10,62
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;10,62
2018;FUNDO MUNICIPAL DA SAÚDE;3825,07
2018;FUNDO MUNICIPAL DA SAÚDE;3825,07
2018;SECRETARIA MUNICIPAL DA EDUCAÇÃO;105747,06
2018;SECRETARIA MUNICIPAL DA EDUCAÇÃO;105747,06
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;94,38
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;94,38
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;94,38
2018;FUNDO MUNICIPAL DA SAÚDE;7982
2018;FUNDO MUNICIPAL DA SAÚDE;7982
2018;SECRETARIA MUNICIPAL DA EDUCAÇÃO;46076,4
2018;SECRETARIA MUNICIPAL DA EDUCAÇÃO;46076,4
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;127,44
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;127,44
2018;FUNDO MUNICIPAL DA SAÚDE;1290
2018;FUNDO MUNICIPAL DA SAÚDE;1290
2018;SECRETARIA MUNICIPAL DA EDUCAÇÃO;14125,86
2018;SECRETARIA MUNICIPAL DA EDUCAÇÃO;14125,86
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;22,69
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;22,69
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;22,69
2018;FUNDO MUNICIPAL DA SAÚDE;1482
2018;FUNDO MUNICIPAL DA SAÚDE;1482
2018;SECRETARIA MUNICIPAL DA EDUCAÇÃO;71171,19
2018;SECRETARIA MUNICIPAL DA EDUCAÇÃO;71171,19
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;26,55
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;26,55
2018;FUNDO MUNICIPAL DA SAÚDE;1204
2018;FUNDO MUNICIPAL DA SAÚDE;1204
2018;SECRETARIA MUNICIPAL DA EDUCAÇÃO;41771,7
2018;SECRETARIA MUNICIPAL DA EDUCAÇÃO;41771,7
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;278,07
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;278,07
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;278,07
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;278,07
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;278,07
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;278,07
2018;FUNDO MUNICIPAL DA SAÚDE;6480
2018;SECRETARIA MUNICIPAL DA EDUCAÇÃO;52916,04
2018;SECRETARIA MUNICIPAL DA EDUCAÇÃO;52916,04
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;34,5
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;34,5
2018;FUNDO MUNICIPAL DA SAÚDE;3879,96
2018;FUNDO MUNICIPAL DA SAÚDE;3879,96
2018;SECRETARIA MUNICIPAL DA EDUCAÇÃO;37467
2018;SECRETARIA MUNICIPAL DA EDUCAÇÃO;37467
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;38,79
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;38,79
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;38,79
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;38,79
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;38,79
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;38,79
2018;FUNDO MUNICIPAL DA SAÚDE;3245
2018;SECRETARIA MUNICIPAL DA EDUCAÇÃO;43929,42
2018;SECRETARIA MUNICIPAL DA EDUCAÇÃO;43929,42
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;6,9
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;6,9
2018;FUNDO MUNICIPAL DA SAÚDE;2000
2018;SECRETARIA MUNICIPAL DA EDUCAÇÃO;42409,35
2018;SECRETARIA MUNICIPAL DA EDUCAÇÃO;42409,35
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;36,33
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;36,33
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;36,33
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;36,33
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;36,33
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;36,33
2018;FUNDO MUNICIPAL DA SAÚDE;2662
2018;FUNDO MUNICIPAL DA SAÚDE;2662
2018;SECRETARIA MUNICIPAL DA EDUCAÇÃO;28411,02
2018;SECRETARIA MUNICIPAL DA EDUCAÇÃO;28411,02
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;6,9
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;6,9
2018;FUNDO MUNICIPAL DA SAÚDE;2003,02
2018;FUNDO MUNICIPAL DA SAÚDE;2003,02
2018;FUNDO MUNICIPAL DA SAÚDE;2003,02
2018;SECRETARIA MUNICIPAL DA EDUCAÇÃO;49530,9
2018;SECRETARIA MUNICIPAL DA EDUCAÇÃO;49530,9
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;119,85
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;119,85
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;119,85
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;119,85
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;119,85
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;119,85
2018;FUNDO MUNICIPAL DA SAÚDE;1737
2018;FUNDO MUNICIPAL DA SAÚDE;1737
2018;SECRETARIA MUNICIPAL DA EDUCAÇÃO;49998,51
2018;SECRETARIA MUNICIPAL DA EDUCAÇÃO;49998,51
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;13,8
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;13,8
2018;FUNDO MUNICIPAL DA SAÚDE;9376
2018;FUNDO MUNICIPAL DA SAÚDE;9376
2018;SECRETARIA MUNICIPAL DA EDUCAÇÃO;50933,73
2018;SECRETARIA MUNICIPAL DA EDUCAÇÃO;50933,73
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;48,81
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;48,81
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;48,81
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;48,81
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;48,81
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;48,81
2018;FUNDO MUNICIPAL DA SAÚDE;242,76
2018;SECRETARIA MUNICIPAL DA EDUCAÇÃO;104822,58
2018;SECRETARIA MUNICIPAL DA EDUCAÇÃO;104822,58
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;20,7
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;20,7
2018;FUNDO MUNICIPAL DA SAÚDE;589,22
2018;SECRETARIA MUNICIPAL DE OBRAS PÚBLICAS;15000
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;637,71
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;637,71
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;637,71
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;637,71
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;637,71
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;637,71
2018;FUNDO MUNICIPAL DA SAÚDE;18333,34
2018;SECRETARIA MUNICIPAL DA EDUCAÇÃO;41771,7
2018;SECRETARIA MUNICIPAL DA EDUCAÇÃO;41771,7
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;82,8
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;82,8
2018;FUNDO MUNICIPAL DA SAÚDE;13975
2018;SECRETARIA MUNICIPAL DA EDUCAÇÃO;46586,52
2018;SECRETARIA MUNICIPAL DA EDUCAÇÃO;46586,52
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;136,83
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;136,83
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;136,83
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;136,83
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;136,83
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;136,83
2018;FUNDO MUNICIPAL DA SAÚDE;133,48
2018;SECRETARIA MUNICIPAL DA EDUCAÇÃO;43754,01
2018;SECRETARIA MUNICIPAL DA EDUCAÇÃO;43754,01
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;6,9
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;6,9
2018;FUNDO MUNICIPAL DA SAÚDE;4490
2018;SECRETARIA MUNICIPAL DA EDUCAÇÃO;66792,21
2018;SECRETARIA MUNICIPAL DA EDUCAÇÃO;66792,21
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;22,08
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;22,08
2018;FUNDO MUNICIPAL DA SAÚDE;2367
2018;SECRETARIA MUNICIPAL DA EDUCAÇÃO;55036,62
2018;SECRETARIA MUNICIPAL DA EDUCAÇÃO;55036,62
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;2,88
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;2,88
2018;FUNDO MUNICIPAL DA SAÚDE;7500
2018;SECRETARIA MUNICIPAL DA EDUCAÇÃO;133477,92
2018;SECRETARIA MUNICIPAL DA EDUCAÇÃO;133477,92
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;2,88
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;2,88
2018;FUNDO MUNICIPAL DA SAÚDE;2369,7
2018;SECRETARIA MUNICIPAL DA EDUCAÇÃO;45651,3
2018;SECRETARIA MUNICIPAL DA EDUCAÇÃO;45651,3
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;9,6
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;9,6
2018;FUNDO MUNICIPAL DA SAÚDE;8265
2018;FUNDO MUNICIPAL DA SAÚDE;8265
2018;FUNDO MUNICIPAL DA SAÚDE;8265
2018;SECRETARIA MUNICIPAL DE OBRAS PÚBLICAS;1250
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;3,84
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;3,84
2018;FUNDO MUNICIPAL DA SAÚDE;1145
2018;FUNDO MUNICIPAL DA SAÚDE;1145
2018;SECRETARIA MUNICIPAL DA EDUCAÇÃO;24106,32
2018;SECRETARIA MUNICIPAL DA EDUCAÇÃO;24106,32
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;49,92
2018;FUNDO MUNICIPAL DA SAÚDE;5000
2018;SECRETARIA MUNICIPAL DA EDUCAÇÃO;65229,63
2018;SECRETARIA MUNICIPAL DA EDUCAÇÃO;65229,63
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;11,52
2018;FUNDO MUNICIPAL DA SAÚDE;115,5
2018;FUNDO MUNICIPAL DA SAÚDE;115,5
2018;SECRETARIA MUNICIPAL DA EDUCAÇÃO;55000
2018;SECRETARIA MUNICIPAL DA EDUCAÇÃO;55000
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;90,75
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;90,75
2018;FUNDO MUNICIPAL DA SAÚDE;70,5
2018;SECRETARIA MUNICIPAL DE OBRAS PÚBLICAS;1250
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;8,25
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;8,25
2018;FUNDO MUNICIPAL DA SAÚDE;219,48
2018;SECRETARIA MUNICIPAL DA EDUCAÇÃO;47803,65
2018;SECRETARIA MUNICIPAL DA EDUCAÇÃO;47803,65
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;8,25
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;8,25
2018;FUNDO MUNICIPAL DA SAÚDE;3099
2018;SECRETARIA MUNICIPAL DE OBRAS PÚBLICAS;1250
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;41,25
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;41,25
2018;FUNDO MUNICIPAL DA SAÚDE;7000
2018;SECRETARIA MUNICIPAL DA EDUCAÇÃO;31004,58
2018;SECRETARIA MUNICIPAL DA EDUCAÇÃO;31004,58
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;49,5
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;49,5
2018;FUNDO MUNICIPAL DA SAÚDE;4977
2018;FUNDO MUNICIPAL DA SAÚDE;4977
2018;FUNDO MUNICIPAL DA SAÚDE;4977
2018;FUNDO MUNICIPAL DA SAÚDE;4977
2018;FUNDO MUNICIPAL DA SAÚDE;4977
2018;FUNDO MUNICIPAL DA SAÚDE;4977
2018;FUNDO MUNICIPAL DA SAÚDE;4977
2018;SECRETARIA MUNICIPAL DA EDUCAÇÃO;4731,96
2018;SECRETARIA MUNICIPAL DA EDUCAÇÃO;4731,96
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;198
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;198
2018;FUNDO MUNICIPAL DA SAÚDE;918
2018;SECRETARIA MUNICIPAL DE RECURSOS HUMANOS;8249285,82
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;8,25
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;8,25
2018;FUNDO MUNICIPAL DA SAÚDE;1850
2018;FUNDO MUNICIPAL DA SAÚDE;1850
2018;FUNDO MUNICIPAL DA SAÚDE;1850
2018;SECRETARIA MUNICIPAL DE OBRAS PÚBLICAS;1250
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;13,02
2018;FUNDO MUNICIPAL DA SAÚDE;43050
2018;SECRETARIA MUNICIPAL DA EDUCAÇÃO;41346,6
2018;SECRETARIA MUNICIPAL DA EDUCAÇÃO;41346,6
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;1,86
2018;FUNDO MUNICIPAL DA SAÚDE;24250
2018;FUNDO MUNICIPAL DA SAÚDE;24250
2018;SECRETARIA MUNICIPAL DA EDUCAÇÃO;41378,37
2018;SECRETARIA MUNICIPAL DA EDUCAÇÃO;41378,37
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;1,86
2018;FUNDO MUNICIPAL DA SAÚDE;1256,4
2018;SECRETARIA MUNICIPAL DA EDUCAÇÃO;2365,98
2018;SECRETARIA MUNICIPAL DA EDUCAÇÃO;2365,98
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;5,58
2018;FUNDO MUNICIPAL DA SAÚDE;82975
2018;SECRETARIA MUNICIPAL DA EDUCAÇÃO;35139,24
2018;SECRETARIA MUNICIPAL DA EDUCAÇÃO;35139,24
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;2,48
2018;FUNDO MUNICIPAL DA SAÚDE;791
2018;SECRETARIA MUNICIPAL DA EDUCAÇÃO;56407,68
2018;SECRETARIA MUNICIPAL DA EDUCAÇÃO;56407,68
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;29,76
2018;FUNDO MUNICIPAL DA SAÚDE;8790
2018;SECRETARIA MUNICIPAL DA EDUCAÇÃO;36297,75
2018;SECRETARIA MUNICIPAL DA EDUCAÇÃO;36297,75
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;6,2
2018;FUNDO MUNICIPAL DA SAÚDE;3449,5
2018;FUNDO MUNICIPAL DA SAÚDE;3449,5
2018;SECRETARIA MUNICIPAL DA EDUCAÇÃO;2000
2018;SECRETARIA MUNICIPAL DA EDUCAÇÃO;2000
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;108,29
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;108,29
2018;FUNDO MUNICIPAL DA SAÚDE;6000
2018;FUNDO MUNICIPAL DA SAÚDE;6000
2018;SECRETARIA MUNICIPAL DE OBRAS PÚBLICAS;7200
2018;SECRETARIA MUNICIPAL DE OBRAS PÚBLICAS;7200
2018;SECRETARIA MUNICIPAL DE OBRAS PÚBLICAS;7200
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;14,39
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;14,39
2018;FUNDO MUNICIPAL DA SAÚDE;290679,46
2018;SECRETARIA MUNICIPAL DA EDUCAÇÃO;116253,75
2018;SECRETARIA MUNICIPAL DA EDUCAÇÃO;116253,75
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;11,89
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;11,89
2018;FUNDO MUNICIPAL DA SAÚDE;6207,2
2018;FUNDO MUNICIPAL DA SAÚDE;6207,2
2018;SECRETARIA MUNICIPAL DA EDUCAÇÃO;19897,38
2018;SECRETARIA MUNICIPAL DA EDUCAÇÃO;19897,38
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;46,95
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;46,95
2018;FUNDO MUNICIPAL DA SAÚDE;2110
2018;SECRETARIA MUNICIPAL DA EDUCAÇÃO;48499,92
2018;SECRETARIA MUNICIPAL DA EDUCAÇÃO;48499,92
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;18,78
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;18,78
2018;FUNDO MUNICIPAL DA SAÚDE;2400
2018;FUNDO MUNICIPAL DA SAÚDE;2400
2018;SECRETARIA MUNICIPAL DA EDUCAÇÃO;5000
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;249,77
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;249,77
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;249,77
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;249,77
2018;FUNDO MUNICIPAL DA SAÚDE;16800
2018;FUNDO MUNICIPAL DA SAÚDE;16800
2018;SECRETARIA MUNICIPAL DA EDUCAÇÃO;25923,96
2018;SECRETARIA MUNICIPAL DA EDUCAÇÃO;25923,96
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;51,95
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;51,95
2018;FUNDO MUNICIPAL DA SAÚDE;4515
2018;FUNDO MUNICIPAL DA SAÚDE;4515
2018;SECRETARIA MUNICIPAL DA EDUCAÇÃO;58140,3
2018;SECRETARIA MUNICIPAL DA EDUCAÇÃO;58140,3
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;76,3
2018;FUNDO MUNICIPAL DA SAÚDE;6280
2018;FUNDO MUNICIPAL DA SAÚDE;6280
2018;SECRETARIA MUNICIPAL DA EDUCAÇÃO;10532,5
2018;SECRETARIA MUNICIPAL DA EDUCAÇÃO;10532,5
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;10,9
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;10,9
2018;FUNDO MUNICIPAL DA SAÚDE;11250
2018;SECRETARIA MUNICIPAL DA EDUCAÇÃO;94730,25
2018;SECRETARIA MUNICIPAL DA EDUCAÇÃO;94730,25
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;8,72
2018;FUNDO MUNICIPAL DA SAÚDE;16666,66
2018;SECRETARIA MUNICIPAL DA EDUCAÇÃO;49599,81
2018;SECRETARIA MUNICIPAL DA EDUCAÇÃO;49599,81
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;32,7
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;32,7
2018;FUNDO MUNICIPAL DA SAÚDE;39900
2018;SECRETARIA MUNICIPAL DA EDUCAÇÃO;62875,47
2018;SECRETARIA MUNICIPAL DA EDUCAÇÃO;62875,47
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;41,42
2018;FUNDO MUNICIPAL DA SAÚDE;7807,4
2018;SECRETARIA MUNICIPAL DE OBRAS PÚBLICAS;10000
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;174,4
